occ_group,occ,No qualification,Cert III/IV,Dip/Ad-dip,Bachelor
Professionals,Economists,2.6726726726726726,0.40540540540540543,1.1486486486486487,95.77327327327328
Professionals,Education Advisers and Reviewers,6.952396531981024,4.586945853099951,8.702764600032717,79.75789301488632
Professionals,"Education Professionals, nfd",10.215609833717876,10.008751690667514,11.711353329620492,68.0642851459941
Professionals,Electrical Engineers,2.811532046700024,4.077515685807323,8.331347788102613,84.77960447939004
Professionals,Electronics Engineers,5.100412654745529,4.555708390646492,7.856946354883082,82.4869325997249
Professionals,"Engineering Professionals, nfd",4.563024591370932,6.273008393461935,6.88963333824179,82.27433367692534
Professionals,Environmental Scientists,6.820923819372631,5.641732735838217,5.436343789497875,82.10099965529129
Professionals,"Fashion, Industrial and Jewellery Designers",12.467136397097487,7.066989168156484,21.377116416026922,59.08875801871911
Professionals,"Film, Television, Radio and Stage Directors",19.815646530439487,6.471183013144591,16.137982928492487,57.57518752792344
Professionals,Financial Brokers,17.919482269358756,8.882673580630014,32.378580323785805,40.81926382622542
Professionals,"Financial Brokers and Dealers, and Investment Advisers, nfd",17.78270509977827,5.277161862527716,10.332594235033259,66.60753880266074
Professionals,Financial Dealers,14.29970243393779,3.5110252040997993,8.158905363819018,74.03036699814339
Professionals,Financial Investment Advisers and Managers,8.435222098046738,2.566262447665594,17.821220663541897,71.17729479074578
Professionals,General Practitioners and Resident Medical Officers,1.186030893216924,0.2605775688381464,0.628609805238415,97.92478173270652
Professionals,"Geologists, Geophysicists and Hydrogeologists",1.7090099528548979,0.27173913043478265,0.7006286013619696,97.31862231534835
Professionals,"Graphic and Web Designers, and Illustrators",10.316469254361445,6.982491522678468,24.060441081962246,58.640598140997845
Professionals,"Health Professionals, nfd",8.133195815529689,7.543833799911595,11.374686901429202,72.9482834831295
Professionals,Human Resource Professionals,20.031300090565637,11.06757560714976,13.98386491699413,54.91725938529047
Professionals,ICT Business and Systems Analysts,11.11639930195881,3.312896031057234,7.452616254654386,78.11808841232958
Professionals,"ICT Network and Support Professionals, nfd",15.02309155120891,8.421624558543874,16.490084216245585,60.065199674001626
Professionals,"ICT Professionals, nfd",16.039543440185255,5.594150768181871,11.27058574602391,67.09572004560896
Professionals,ICT Sales Professionals,26.1662298228276,7.487933084117503,12.539566593620648,53.806270499434255
Professionals,ICT Support and Test Engineers,11.95332598309445,5.628445424476295,12.570746049246601,69.84748254318265
Professionals,ICT Trainers,13.843774168600154,14.77184841453983,16.334106728538284,55.05027068832173
Professionals,"Industrial, Mechanical and Production Engineers",2.7844988298758477,6.032089167426916,5.882352941176472,85.30105906152077
